,Weight,Elevators,theta,rou,result
15623,48,44,35,95,41.9
9111,33,26,41,115,16.4
3849,99,10,38,90,8.7
18953,12,54,41,85,31.4
28524,0,55,52,80,0.4
25554,25,19,48,80,45.6
9014,21,26,38,85,39.4
20115,78,56,35,85,40.2
8291,18,24,41,110,15.3
20236,93,56,41,95,45.1
25697,85,19,48,75,39.3
17516,12,50,35,110,42.3
2876,28,35,43,95,48.0
28759,100,55,48,85,45.9
29176,65,61,48,70,39.3
27482,90,40,52,90,15.7
7440,0,22,38,90,43.5
15549,36,44,38,110,48.0
20136,81,56,35,85,39.6
23441,42,66,38,90,40.6
22069,51,62,35,90,43.5
15155,81,42,41,100,42.9
24341,46,71,35,110,41.8
20036,66,56,35,110,44.9
20267,99,56,35,110,8.8
11739,3,34,35,95,46.5
6911,27,20,35,105,7.0
8825,96,24,38,85,12.9
156,55,90,30,100,37.9
25230,100,13,48,80,34.1
3053,10,32,43,95,48.1
15751,66,44,35,105,10.0
15653,51,44,38,105,46.0
23500,51,66,35,105,44.1
23889,43,68,41,90,38.4
19597,3,56,38,85,22.6
15437,21,44,35,110,47.3
316,30,45,40,100,46.9
14205,48,40,38,110,45.3
23604,66,66,35,100,44.2
16484,69,46,35,95,36.1
15058,69,42,35,105,8.6
5232,93,14,35,110,5.5
11085,9,32,41,115,16.4
13328,24,38,41,95,47.5
28991,90,58,52,75,42.3
12677,33,36,41,95,46.9
18207,9,52,35,100,38.5
719,95,80,43,110,43.9
8569,60,24,35,100,6.8
13098,93,36,41,100,35.1
11041,3,32,41,105,7.5
15986,99,44,38,90,33.8
1495,0,30,55,55,32.8
26837,35,34,48,75,46.3
17883,63,50,41,90,45.7
8177,3,24,38,100,45.3
24316,43,71,35,90,40.2
2398,54,52,43,100,46.8
19278,60,54,35,100,43.9
23295,21,66,38,95,30.8
16835,15,48,41,100,40.8
17974,78,50,35,90,36.8
20149,81,56,38,115,46.1
27442,75,40,52,70,45.5
20490,27,58,41,105,7.5
15597,42,44,41,105,48.2
16547,78,46,35,95,13.2
2121,62,38,43,105,46.5
6825,15,20,35,95,8.7
3366,30,10,38,90,9.4
28126,45,49,52,70,39.4
4329,66,12,35,110,5.5
9414,78,26,38,90,13.2
6374,51,18,38,115,7.2
13061,90,36,35,90,9.2
9031,24,26,35,100,9.0
25102,45,13,52,70,43.2
17833,57,50,38,85,44.0
22781,48,64,41,115,16.4
25314,30,16,48,80,42.9
24508,70,71,35,105,44.4
14308,63,40,38,100,40.2
2754,24,15,43,95,31.4
18722,81,52,41,85,44.5
24893,65,10,48,75,34.5
28729,85,55,52,85,1.3
26651,60,31,52,75,47.0
21696,99,60,35,115,9.0
6336,45,18,41,100,17.1
9128,36,26,41,95,40.3
25648,65,19,48,70,41.1
26220,90,25,52,80,45.7
18897,6,54,35,85,34.2
7358,90,20,38,100,8.5
21091,12,60,38,100,28.2
22529,12,64,41,115,16.4
12586,21,36,38,95,46.5
9885,42,28,41,100,41.1
17115,57,48,35,100,42.3
2804,28,23,43,95,42.9
14379,72,40,41,105,43.9
13445,42,38,38,85,42.9
18833,96,52,41,115,46.1
13004,81,36,38,85,30.7
16733,0,48,41,115,16.4
1900,83,58,43,105,47.3
27860,40,46,48,90,14.8
6027,3,18,35,95,9.4
25817,30,22,48,75,45.7
10945,93,30,35,115,5.7
15300,0,44,41,90,31.9
7921,69,22,35,115,5.7
5617,45,16,38,110,7.4
28554,15,55,48,80,21.5
25966,90,22,52,70,44.1
19199,48,54,38,90,44.7
18939,12,54,35,85,38.4
364,20,25,40,105,8.0
7818,54,22,38,90,13.7
8217,9,24,38,90,42.1
13437,39,38,41,115,16.4
18436,42,52,35,90,44.1
24897,65,10,52,65,40.4
25152,65,13,52,80,41.9
7764,45,22,41,100,28.0
16381,54,46,35,105,42.5
1288,15,35,40,105,48.6
24836,40,10,48,90,14.8
19357,69,54,41,110,47.8
1862,83,54,43,105,47.5
40,15,30,30,60,27.1
5467,24,16,38,95,11.0
23421,39,66,38,95,40.4
28196,75,49,48,90,47.0
26954,80,34,52,90,15.7
1705,92,56,43,110,47.8
7340,87,20,38,115,6.7
20923,90,58,38,100,44.2
25020,10,13,52,80,0.4
25869,50,22,52,65,45.6
28330,25,52,52,70,28.4
23692,78,66,38,85,43.3
17387,96,48,35,95,10.8
11216,30,32,35,105,10.0
23114,96,64,41,100,46.0
8684,75,24,38,115,7.6
13038,84,36,41,115,16.4
5784,69,16,38,105,8.0
13800,93,38,35,110,6.4
23749,87,66,35,90,42.1
6086,9,18,41,110,15.3
13758,87,38,35,110,6.4
28635,50,55,48,65,38.4
5999,99,16,41,95,12.7
9586,0,28,38,110,6.8
27775,5,46,48,85,3.4
4670,12,14,38,100,9.9
20744,63,58,41,115,16.4
25493,0,19,48,75,47.6
22070,51,62,35,95,44.0
14914,48,42,38,85,43.5
27838,30,46,52,70,37.0
5906,87,16,38,85,10.5
19095,33,54,38,95,44.3
13314,24,38,35,95,44.5
28940,70,58,48,90,43.9
22463,3,64,41,100,6.3
19988,57,56,41,115,16.4
25306,25,16,52,70,46.1
12818,54,36,38,100,39.0
20262,99,56,35,85,36.0
13613,66,38,38,85,37.7
350,20,10,40,100,10.8
28686,70,55,48,80,43.6
15918,90,44,35,100,9.0
10797,72,30,35,110,6.4
17895,66,50,35,115,9.8
8607,63,24,41,115,16.4
16360,51,46,35,105,43.3
5662,51,16,41,90,18.9
24753,5,10,52,65,44.7
23257,15,66,38,115,7.2
6343,48,18,35,100,6.7
10200,87,28,41,100,21.7
4439,81,12,38,100,7.7
13853,99,38,41,95,36.3
28086,30,49,48,80,39.4
14520,93,40,38,110,11.2
21231,33,60,35,100,43.1
5839,78,16,35,100,6.0
19586,0,56,41,100,6.3
13046,87,36,38,85,28.9
28950,75,58,48,80,43.1
27741,95,43,52,65,44.5
22491,9,64,35,100,23.9
11264,36,32,38,100,40.9
16799,12,48,35,95,43.0
26540,15,31,48,90,14.8
12623,27,36,35,105,43.5
21290,39,60,41,115,16.4
11295,39,32,41,115,16.4
23546,57,66,38,90,43.0
1022,85,45,45,105,47.6
28219,85,49,48,85,46.6
17225,72,48,38,90,42.4
28074,25,49,48,80,37.3
8618,66,24,38,100,10.0
9181,45,26,35,115,6.5
25430,75,16,52,90,15.7
16678,96,46,38,85,36.9
16648,90,46,41,110,44.3
22586,21,64,41,85,18.4
12255,75,34,41,85,38.9
15251,96,42,38,90,32.3
15882,84,44,38,95,37.5
14023,21,40,41,110,15.3
1453,20,35,55,60,38.7
25672,75,19,48,70,40.3
22719,42,64,35,85,41.7
16012,0,46,38,115,7.2
16921,27,48,41,110,15.3
22459,3,64,38,115,7.2
6775,6,20,41,90,43.4
27893,55,46,48,75,44.6
24819,35,10,48,65,38.0
19539,96,54,38,110,42.8
24690,94,71,41,105,45.6
21612,87,60,35,115,11.2
23737,84,66,38,100,44.9
25954,85,22,52,70,44.4
26433,75,28,52,65,45.3
28144,55,49,48,70,42.8
123,40,75,30,100,39.9
21487,69,60,38,85,43.8
25422,75,16,48,80,38.0
5562,36,16,41,115,16.4
353,20,25,40,100,42.9
25356,45,16,52,80,0.4
21682,96,60,38,115,45.3
6958,33,20,38,95,12.9
9560,99,26,38,85,13.5
676,95,35,43,105,38.4
24689,94,71,41,100,45.1
5385,12,16,38,105,10.2
23872,40,68,41,110,15.3
10761,66,30,38,105,11.0
14954,54,42,35,110,9.5
26202,85,25,48,80,42.4
28930,65,58,52,70,38.4
8077,90,22,41,90,19.5
6019,0,18,41,90,43.3
14639,9,42,35,110,46.4
27024,5,37,52,80,0.4
2265,55,40,43,105,47.9
2347,56,39,43,100,47.0
9794,30,28,38,100,37.8
20378,12,58,38,105,28.6
23067,90,64,38,110,45.9
13217,9,38,38,100,46.9
23440,42,66,38,85,40.2
22720,42,64,35,90,42.3
19932,51,56,35,115,46.7
18730,84,52,35,90,36.6
12282,78,34,41,115,16.4
27289,10,40,52,85,1.3
23645,72,66,35,95,43.5
10015,63,28,35,85,10.1
13642,69,38,41,90,42.5
21083,12,60,35,95,32.8
11362,51,32,35,100,8.3
13258,15,38,38,95,46.8
28323,25,52,48,65,32.9
13250,15,38,35,90,45.2
27709,80,43,52,85,1.3
29365,35,64,52,85,1.3
20740,63,58,41,95,45.3
12647,30,36,38,85,44.0
4046,24,12,41,95,15.6
6002,99,16,41,110,9.2
10572,39,30,38,105,36.6
1458,15,15,55,60,46.5
2748,32,55,43,100,41.6
2480,46,38,43,100,47.7
13390,33,38,41,90,46.7
19151,42,54,35,95,44.8
1084,50,30,45,95,45.9
3934,9,12,38,95,10.3
26064,25,25,52,80,0.4
16766,6,48,38,105,37.0
10857,81,30,35,95,7.3
3043,10,30,43,95,48.5
23594,63,66,41,85,42.5
29042,5,61,52,90,15.7
8359,30,24,35,100,8.3
8595,63,24,38,90,13.8
1509,0,30,55,45,27.8
6479,66,18,38,115,6.7
11451,63,32,38,90,29.7
8388,33,24,38,105,12.3
24543,73,71,41,105,44.1
13515,51,38,41,85,44.6
11746,3,34,38,95,46.9
9788,30,28,35,105,8.5
22249,75,62,38,115,47.0
19260,57,54,35,115,46.2
16056,6,46,41,90,36.1
19786,30,56,38,85,41.8
10744,63,30,41,90,37.6
4350,69,12,35,110,5.5
20188,87,56,38,100,44.0
7354,90,20,35,115,5.6
20039,66,56,38,90,44.5
8534,54,24,38,100,10.6
13699,78,38,38,95,31.9
2781,30,19,43,95,37.0
2957,22,49,43,95,41.5
21002,0,60,35,110,16.4
4470,84,12,41,115,16.4
21168,24,60,35,100,40.5
24688,94,71,41,95,44.6
10519,33,30,35,85,30.1
16061,6,46,41,115,16.4
16042,6,46,35,90,41.7
26964,85,34,52,80,47.1
25088,40,13,48,90,14.8
11276,39,32,35,90,17.5
1350,75,15,55,75,44.8
16394,54,46,41,100,47.3
907,45,20,50,80,45.3
3583,60,10,41,90,13.0
8144,99,22,41,110,10.7
14289,60,40,38,110,41.8
26728,95,31,48,70,43.1
28379,45,52,52,75,38.3
10199,87,28,41,95,25.8
24140,79,68,41,85,43.2
8434,39,24,41,90,37.3
28980,85,58,52,80,42.6
6039,3,18,41,85,42.0
28096,35,49,48,70,39.3
811,85,70,50,90,41.2
3451,42,10,38,95,8.2
8222,9,24,38,115,7.2
12661,33,36,35,85,39.4
28176,65,49,52,80,44.2
19394,75,54,41,85,44.8
7607,24,22,38,85,31.4
22558,18,64,38,85,30.5
23981,58,68,35,95,43.3
27440,75,40,48,90,47.5
8996,18,26,38,100,41.1
10545,36,30,35,110,8.0
17782,48,50,41,110,15.3
3908,6,12,35,105,6.2
10397,15,30,35,105,42.4
23206,9,66,35,105,21.1
7255,75,20,38,110,7.4
9540,96,26,38,90,12.0
17731,42,50,38,100,46.4
541,65,50,43,100,47.5
8921,6,26,41,110,15.3
16177,24,46,38,100,46.2
20095,75,56,35,90,41.1
17867,60,50,41,115,16.4
26421,70,28,52,65,45.5
5903,87,16,35,105,5.3
5199,87,14,41,85,16.1
13254,15,38,35,110,47.8
28076,25,49,48,90,14.8
20631,48,58,38,110,45.9
19878,42,56,41,90,43.5
7927,69,22,38,110,8.2
6290,39,18,38,115,7.2
283,45,45,40,100,47.0
8072,90,22,38,100,8.5
25827,35,22,48,65,44.6
13240,12,38,38,110,6.8
7681,33,22,41,105,34.1
29009,100,58,48,75,43.7
7145,60,20,38,85,14.0
1278,30,55,40,105,43.1
9874,42,28,35,115,6.6
15903,87,44,38,95,37.1
13206,6,38,41,115,16.4
27208,85,37,48,70,44.6
26123,50,25,52,75,47.2
2914,20,42,43,95,45.4
15879,84,44,35,115,6.6
25463,90,16,52,75,42.2
11491,69,32,35,115,6.6
2676,38,40,43,100,48.2
3812,93,10,38,115,5.8
24269,97,68,41,100,45.6
13603,63,38,41,105,44.5
23377,33,66,38,85,37.7
20152,81,56,41,95,45.7
25793,20,22,48,75,46.6
19635,9,56,35,100,34.1
4136,39,12,35,90,7.1
17839,57,50,38,115,47.6
9927,48,28,41,100,39.1
27383,50,40,52,75,45.1
4195,45,12,41,105,11.2
19847,39,56,35,110,46.0
13021,84,36,35,100,7.6
17090,51,48,41,115,16.4
20522,33,58,38,90,41.7
19451,84,54,38,90,42.7
10875,81,30,41,115,16.4
7816,54,22,35,115,5.7
28831,25,58,48,85,28.3
9198,48,26,35,95,8.0
21089,12,60,38,90,28.9
16290,39,46,41,105,47.9
5668,54,16,35,85,8.2
1620,96,51,43,110,47.0
28697,75,55,48,75,43.3
28264,0,52,48,70,10.3
26861,45,34,48,75,46.4
3182,3,10,38,115,7.2
18000,81,50,35,115,8.2
19871,42,56,38,90,44.0
6678,96,18,35,95,6.6
4769,27,14,35,105,6.1
16559,78,46,41,85,43.7
1746,84,42,43,105,45.1
24107,76,68,35,95,43.4
22171,63,62,41,110,46.2
21740,3,62,38,90,16.4
18548,57,52,38,90,44.8
2617,32,29,43,100,46.8
17981,78,50,38,90,42.3
15906,87,44,38,110,35.8
8252,15,24,35,90,15.0
2096,66,33,43,105,43.0
22553,18,64,35,95,34.0
7571,18,22,38,115,7.2
26061,25,25,52,65,46.2
6123,15,18,41,85,37.6
7198,66,20,41,105,13.2
4100,33,12,38,85,11.7
1169,95,50,40,115,43.8
17377,93,48,38,115,38.6
28317,20,52,52,65,24.3
13974,15,40,38,110,6.8
15071,69,42,41,100,44.8
28401,55,52,52,65,39.1
26048,20,25,48,90,14.8
26545,15,31,52,85,1.3
16068,9,46,35,115,6.4
9357,69,26,41,85,32.5
18955,12,54,41,95,31.5
27236,95,37,48,90,46.0
28626,45,55,48,80,39.4
10558,36,30,41,105,44.8
28243,95,49,48,85,46.5
25563,30,19,48,65,43.9
28367,40,52,52,75,37.0
17384,93,48,41,115,45.0
21717,0,62,35,115,6.4
19721,21,56,35,110,42.0
18336,27,52,35,115,46.1
8686,75,24,41,90,25.7
26915,65,34,52,75,46.9
25553,25,19,48,75,45.1
2672,30,40,43,100,48.1
24429,58,71,38,95,42.2
20583,42,58,35,115,45.9
20717,60,58,41,85,44.0
13677,75,38,38,90,34.3
18025,84,50,38,100,42.0
601,70,80,43,105,39.6
16268,36,46,41,100,47.2
27915,65,46,48,65,43.6
11539,75,32,38,110,9.8
19617,6,56,35,115,6.4
3374,30,10,41,95,13.2
2081,60,31,43,105,42.6
20743,63,58,41,110,47.0
3932,9,12,38,85,13.9
14582,0,42,38,105,39.4
23046,87,64,38,110,46.0
15920,90,44,35,110,7.2
25662,70,19,48,80,40.4
21098,12,60,41,100,23.4
15696,57,44,38,110,45.3
9791,30,28,38,85,38.6
14395,75,40,38,115,12.2
21367,51,60,38,115,7.2
24837,40,10,52,65,41.7
527,65,50,40,100,46.3
27852,35,46,52,80,0.4
22032,45,62,35,115,45.3
21128,18,60,35,110,37.1
24035,64,68,41,85,41.9
8121,96,22,41,100,13.6
1162,100,60,40,115,46.5
181,70,65,30,100,6.5
2636,38,32,43,100,47.1
3912,6,12,38,90,12.5
27436,75,40,48,70,44.8
9587,0,28,38,115,7.2
18236,12,52,38,105,37.6
4295,60,12,38,115,6.7
27850,35,46,52,70,38.5
3522,51,10,41,100,10.9
6041,3,18,41,95,42.0
20304,3,58,35,85,23.6
20489,27,58,41,100,38.0
13431,39,38,41,85,45.7
3227,9,10,41,95,15.5
9453,84,26,35,110,5.5
4425,78,12,41,100,11.0
19997,60,56,38,90,44.7
20789,72,58,35,95,43.0
7586,21,22,38,85,33.2
25101,45,13,52,65,43.1
19830,36,56,38,95,44.0
24539,73,71,41,85,42.2
7224,72,20,35,95,6.6
16165,21,46,41,110,15.3
8461,45,24,35,85,10.1
18717,81,52,38,95,42.9
1202,80,80,40,115,43.5
22485,6,64,41,105,7.5
19468,87,54,35,105,11.3
25226,95,13,52,90,15.7
22591,21,64,41,110,15.3
22875,63,64,38,95,44.3
22873,63,64,38,85,43.2
13900,6,40,35,90,44.9
24620,85,71,38,105,45.1
19980,57,56,38,110,47.1
25299,25,16,48,65,43.1
20730,63,58,35,115,46.2
1160,100,50,40,115,42.8
18016,84,50,35,90,34.4
2261,59,38,43,105,47.0
6101,12,18,38,115,7.2
14512,93,40,35,105,7.0
9793,30,28,38,95,38.1
21326,45,60,41,85,41.8
24891,65,10,48,65,35.8
27725,90,43,48,75,45.2
17772,48,50,38,95,45.7
7291,81,20,35,115,5.6
7388,93,20,41,110,10.7
7670,33,22,38,85,25.6
25734,100,19,48,80,38.0
21020,3,60,35,95,21.4
19055,27,54,38,105,43.7
8641,69,24,38,110,8.2
6148,18,18,41,105,7.5
5483,27,16,35,105,6.2
28329,25,52,52,65,28.0
21505,72,60,35,105,44.4
1860,81,54,43,105,47.5
10521,33,30,35,95,11.4
22762,48,64,35,90,42.9
16973,36,48,38,90,45.4
22135,60,62,35,105,45.2
5523,33,16,35,95,7.3
25346,40,16,52,90,15.7
18811,93,52,41,110,46.1
3600,63,10,38,105,7.2
24204,88,68,41,90,44.2
4692,15,14,38,105,8.7
2023,72,55,43,105,47.4
1101,40,35,45,95,48.2
7869,60,22,41,100,19.2
6602,84,18,38,100,8.5
22634,27,64,41,115,16.4
16058,6,46,41,100,36.1
3652,72,10,35,85,6.8
24818,30,10,52,90,15.7
12124,57,34,38,95,35.3
17509,9,50,41,110,15.3
18271,18,52,35,105,43.2
20265,99,56,35,100,12.3
1582,90,42,43,110,44.7
1308,100,90,55,80,31.5
6067,9,18,35,85,11.9
21780,9,62,35,115,6.4
28013,0,49,48,75,13.3
551,65,30,43,105,40.5
27135,55,37,48,65,44.7
9048,24,26,41,115,16.4
20602,45,58,35,105,45.3
28175,65,49,52,75,43.3
14703,18,42,35,115,48.1
5834,75,16,41,110,10.0
19457,84,54,41,85,44.4
26296,20,28,48,70,46.1
10862,81,30,38,85,20.3
23528,54,66,38,105,44.0
15803,72,44,41,85,43.9
15130,78,42,38,115,13.5
26207,85,25,52,75,45.5
12925,69,36,38,110,12.6
5128,78,14,35,115,4.8
2654,34,36,43,100,48.4
7368,90,20,41,115,9.4
14583,0,42,38,110,6.8
5427,18,16,38,105,9.5
5513,30,16,38,115,7.2
24700,97,71,38,85,42.8
3837,96,10,41,100,10.2
19613,6,56,35,95,30.7
2419,56,57,43,100,45.8
8287,18,24,41,90,43.5
6944,30,20,41,95,32.8
19125,36,54,41,105,44.7
16561,78,46,41,95,44.5
28821,20,58,52,65,16.7
23619,66,66,41,105,44.9
18934,9,54,41,95,28.0
21428,60,60,38,105,46.1
14790,30,42,38,95,46.4
18615,66,52,38,110,46.4
24785,20,10,48,75,38.6
22587,21,64,41,90,18.6
8995,18,26,38,95,40.9
5231,93,14,35,105,5.3
8699,78,24,38,85,14.6
27523,5,43,48,85,3.4
27868,45,46,48,70,42.8
20101,75,56,38,85,43.4
15691,57,44,38,85,42.8
2648,32,35,43,100,48.5
9837,36,28,38,105,33.2
17940,72,50,38,95,43.5
3357,27,10,41,115,16.4
26352,40,28,52,80,0.4
12319,84,34,41,90,36.5
28377,45,52,52,65,36.8
9488,87,26,41,110,12.8
3089,12,39,43,95,45.1
27905,60,46,48,75,44.9
15784,69,44,41,95,45.0
23266,18,66,35,90,32.5
7620,24,22,41,115,16.4
5010,60,14,41,85,18.1
17813,54,50,38,90,44.8
22401,96,62,41,105,46.4
24990,0,13,48,80,45.4
3447,42,10,35,110,5.5
7603,24,22,35,100,7.5
23138,99,64,41,115,47.2
8788,90,24,38,110,7.4
19334,66,54,41,100,46.9
22289,81,62,38,105,45.8
5745,63,16,41,85,20.0
6538,75,18,38,95,9.0
2438,40,31,43,100,46.3
15551,36,44,41,85,45.7
29073,20,61,52,65,14.1
19899,45,56,41,90,44.0
10996,99,30,41,90,28.6
4978,57,14,35,100,6.0
2541,48,50,43,100,46.9
17160,63,48,35,115,9.0
24363,49,71,35,115,42.6
12923,69,36,38,100,30.6
25622,50,19,52,90,15.7
2495,46,41,43,100,48.0
24692,94,71,41,115,46.7
26408,65,28,48,90,45.9
4751,24,14,38,85,13.4
25593,40,19,52,65,45.4
12995,78,36,41,110,38.6
25350,45,16,48,80,41.0
4642,9,14,35,100,6.7
25190,80,13,52,90,15.7
16397,54,46,41,115,16.4
25769,10,22,48,75,47.4
19773,27,56,41,90,39.7
15743,63,44,41,100,46.2
9730,21,28,38,95,42.0
15937,93,44,35,90,11.1
28361,40,52,48,75,39.9
7472,3,22,41,110,15.3
25883,55,22,52,75,46.3
20885,84,58,41,85,44.4
8821,96,24,35,100,6.0
11370,51,32,38,105,33.2
21563,78,60,41,115,16.4
8316,24,24,35,95,9.4
14633,6,42,41,115,16.4
15311,3,44,35,110,42.4
8088,93,22,35,110,5.5
10760,66,30,38,100,12.6
28063,20,49,48,85,3.4
20689,57,58,38,85,43.7
19610,3,56,41,115,16.4
20506,30,58,38,115,7.2
271,50,40,40,100,45.7
23369,30,66,41,115,16.4
26107,45,25,48,85,46.5
8205,6,24,41,100,47.6
11760,6,34,35,95,46.3
6187,24,18,41,90,32.9
26150,60,25,52,90,15.7
3860,99,10,41,110,8.4
16913,27,48,38,105,46.4
23551,57,66,38,115,45.2
19900,45,56,41,95,44.4
13874,0,40,41,100,6.3
20904,87,58,38,110,45.7
6700,99,18,35,100,6.0
23455,45,66,35,90,42.0
12460,3,36,38,95,46.0
9228,51,26,38,105,10.9
17894,66,50,35,110,42.2
22966,75,64,41,95,45.0
14590,0,42,41,110,15.3
17496,9,50,35,115,6.4
20768,69,58,35,95,43.3
24085,73,68,35,90,43.0
5743,63,16,38,110,7.4
17792,51,50,38,90,45.0
6673,93,18,41,105,11.2
16350,48,46,41,90,46.2
26482,95,28,52,70,45.0
16930,30,48,38,85,44.5
18828,96,52,41,90,44.0
27105,40,37,52,65,43.7
18203,6,52,41,115,16.4
8146,0,24,35,85,40.8
7434,0,22,35,95,37.4
25360,50,16,48,70,40.7
25129,55,13,52,85,1.3
15154,81,42,41,95,42.6
4454,84,12,35,105,5.3
23364,30,66,41,90,33.8
27522,5,43,48,80,28.2
17548,15,50,41,95,38.9
5634,48,16,38,90,10.7
16981,36,48,41,95,46.2
17032,45,48,35,105,45.3
23677,75,66,38,115,46.6
6058,6,18,38,110,6.8
28251,100,49,48,65,43.5
15510,30,44,41,90,46.0
5953,93,16,38,110,6.6
28720,85,55,48,70,43.0
8944,12,26,35,85,37.0
11963,33,34,41,95,46.5
22833,57,64,38,95,43.9
28646,50,55,52,90,15.7
21715,0,62,35,105,15.3
27127,50,37,48,85,47.7
11433,60,32,38,105,14.2
18109,96,50,38,100,39.6
24128,79,68,35,95,43.3
6337,45,18,41,105,15.1
21686,96,60,41,100,45.9
22662,33,64,35,115,41.9
24335,43,71,41,115,16.4
15754,66,44,38,85,41.4
16318,45,46,35,105,44.6
26306,20,28,52,90,15.7
29493,90,64,52,65,38.9
12845,57,36,41,95,43.5
13908,6,40,38,95,44.6
19380,75,54,35,85,40.0
1293,15,60,40,105,28.4
20436,21,58,35,115,39.9
17773,48,50,38,100,46.2
7808,51,22,41,110,15.3
26056,25,25,48,70,46.1
4634,6,14,41,95,30.4
4140,39,12,35,110,5.5
12227,72,34,38,85,31.2
18904,6,54,38,85,19.6
3857,99,10,41,95,10.7
24132,79,68,35,115,45.6
27158,60,37,52,90,15.7
28945,70,58,52,85,1.3
27163,65,37,48,85,47.3
21148,21,60,35,105,39.1
1247,45,45,40,110,48.1
27063,25,37,48,65,43.0
27253,100,37,52,85,47.6
18726,81,52,41,105,46.7
3462,42,10,41,115,16.4
10610,45,30,38,85,35.8
25179,80,13,48,65,37.0
26344,40,28,48,70,45.7
4352,69,12,38,85,10.4
12017,42,34,38,85,40.8
3733,81,10,41,105,9.7
7004,39,20,38,115,7.2
12865,60,36,41,90,42.9
23417,39,66,35,110,42.4
22233,72,62,41,105,46.3
23202,9,66,35,85,23.3
21954,33,62,38,110,41.1
21209,30,60,35,95,42.1
5679,54,16,38,105,8.0
28570,20,55,52,70,20.1
13847,99,38,38,100,12.6
16744,3,48,38,100,34.0
9241,54,26,35,100,7.5
4878,42,14,38,90,10.7
28418,60,52,52,90,15.7
13741,84,38,38,95,28.0
18311,24,52,35,95,44.1
6056,6,18,38,100,24.7
20748,66,58,35,100,44.3
17013,42,48,35,115,46.9
5449,21,16,38,110,6.8
3129,12,47,43,95,37.9
2288,59,47,43,105,48.1
19985,57,56,41,100,46.3
17651,30,50,41,85,43.3
1732,80,41,43,105,45.3
3584,60,10,41,95,12.0
27975,90,46,48,65,43.9
24166,82,68,41,110,46.1
17086,51,48,41,95,46.6
2142,64,42,43,105,47.5
16309,42,46,41,95,46.8
837,75,20,50,85,42.6
17924,69,50,41,85,44.9
20973,96,58,41,105,46.4
22092,54,62,35,100,44.6
5575,39,16,38,110,7.4
27906,60,46,48,80,45.5
4266,57,12,35,110,5.5
17944,72,50,38,115,45.7
25767,10,22,48,65,46.0
15515,30,44,41,115,16.4
20143,81,56,38,85,43.0
28623,45,55,48,65,37.3
8974,15,26,38,95,42.2
11808,12,34,38,90,46.4
15802,72,44,38,115,41.7
9117,36,26,35,110,7.2
26084,35,25,48,90,14.8
10001,60,28,38,85,25.7
4731,21,14,38,90,12.0
12273,78,34,38,105,11.6
27265,0,40,52,85,1.3
5767,66,16,41,90,16.9
26898,60,34,48,80,46.8
15211,90,42,38,100,31.8
6325,45,18,35,115,5.7
7516,12,22,35,85,23.1
21758,6,62,35,110,21.3
24223,91,68,38,115,46.4
3338,27,10,35,90,7.0
1511,0,5,55,45,29.8
10937,90,30,41,110,16.0
18983,18,54,35,95,41.6
26483,95,28,52,75,45.7
12931,69,36,41,105,41.7
13424,39,38,38,85,43.4
7427,99,20,41,95,14.5
18331,27,52,35,90,44.0
9522,93,26,38,105,8.8
2589,44,60,43,100,42.4
23997,58,68,41,105,42.8
8662,72,24,38,110,8.2
7378,93,20,38,95,9.0
20934,93,58,35,85,38.8
27788,10,46,48,90,14.8
9497,90,26,38,85,14.6
2795,22,22,43,95,43.5
9830,36,28,35,105,7.8
27873,45,46,52,65,40.2
11067,9,32,35,95,45.3
6050,6,18,35,105,7.7
19538,96,54,38,105,42.5
29185,65,61,52,85,1.3
21454,63,60,41,95,45.2
18575,60,52,41,85,45.1
29091,30,61,48,65,27.1
19396,75,54,41,95,45.8
2055,79,43,43,105,46.1
28259,100,49,52,75,45.3
27020,5,37,48,90,14.8
27719,85,43,52,75,46.0
18018,84,50,35,100,11.7
16037,3,46,41,100,6.3
11923,27,34,41,105,7.5
3376,30,10,41,105,10.4
11379,51,32,41,115,16.4
5622,45,16,41,100,14.2
26517,5,31,52,65,39.4
7398,96,20,38,90,10.1
29157,55,61,52,65,33.7
21502,72,60,35,90,42.5
2950,20,48,43,95,41.5
14383,75,40,35,90,11.7
18844,99,52,38,100,40.1
7217,69,20,41,95,17.3
25923,75,22,48,65,41.5
427,0,20,38,100,40.8
9756,24,28,41,85,44.6
13965,15,40,35,100,46.5
8527,54,24,35,100,6.8
18013,81,50,41,110,46.7
21863,21,62,35,110,37.4
1396,50,20,55,70,46.9
14259,57,40,35,100,11.0
3150,0,10,35,95,7.2
10708,60,30,35,85,11.3
7879,63,22,35,115,5.7
8136,99,22,38,105,8.0
28987,90,58,48,85,44.9
16373,51,46,41,100,47.4
21361,51,60,38,85,43.2
14429,81,40,35,110,7.2
18599,63,52,41,100,46.9
16253,36,46,35,95,44.8
15131,78,42,41,85,42.5
20531,33,58,41,100,40.6
845,75,60,50,85,43.1
26753,0,34,48,75,37.9
22074,51,62,35,115,45.9
11002,0,32,35,85,45.3
15170,84,42,38,105,34.0
17920,69,50,38,100,44.3
27315,25,40,48,65,41.5
26944,80,34,48,70,44.4
8093,93,22,38,100,8.5
28489,90,52,52,85,45.7
16486,69,46,35,105,10.0
13305,21,38,41,85,46.1
29416,60,64,48,70,37.5
5066,69,14,38,85,10.5
13563,57,38,41,115,16.4
